,Response
7282021,1
5480575,0
2532301,0
6964034,0
352231,1
9865398,0
3419102,0
1321879,0
9453025,1
8765624,0
11134613,0
2899,0
6937416,0
8669499,0
10717579,1
5211186,0
1930497,0
833892,0
587482,0
1123125,0
240584,0
8717172,0
11128292,0
5207257,0
4168479,0
5330894,0
700784,0
3631582,0
6559638,0
5854052,0
893218,0
816324,0
3433658,0
1611565,0
11495448,0
5002300,1
8633467,1
1267149,0
7590872,0
5980447,0
4290569,0
11110127,0
10956465,1
2125532,0
9223221,0
7678145,1
6125955,0
3614143,0
3582717,0
9976846,1
2675223,0
1246202,0
1475345,0
5563014,1
5386264,0
10848189,0
7673408,1
6250155,0
152527,0
1030560,0
3854957,0
5343587,1
6798968,0
3165338,0
3518814,1
11011762,0
9855719,0
2786038,0
10999707,1
11367890,0
1541828,0
8652842,1
2983455,0
9238802,0
2163966,0
1859517,0
9912523,0
3935615,0
4952347,0
4108999,1
3819826,0
1931807,0
2203109,0
6444299,0
10456696,0
11504768,0
5594362,0
4058586,0
7547976,0
6897186,1
4800396,0
1480055,0
9373251,0
10468640,0
2275600,1
10013292,0
7698333,0
7319472,0
4477803,1
10951,1
1686555,0
2129158,0
3402149,0
4367125,0
6381924,0
10113274,0
6343300,1
6717905,0
2153016,1
10714895,1
3783949,0
895710,1
3779187,0
7680551,0
11354306,0
7933162,0
10932595,0
9551028,0
5067556,0
1797022,1
424781,1
11005375,0
1546967,0
9613009,0
1207767,0
666129,0
361089,0
6879697,0
374013,0
10918777,1
6626867,0
6810328,0
7713141,0
7902655,0
8522717,0
298913,1
9296729,0
8358435,0
9934191,0
7132700,1
4687056,0
11411088,0
4892648,0
3281567,0
4722170,0
10810827,1
2655913,0
4505162,0
2077535,0
5926171,0
1661720,1
3482139,0
5338965,0
1858678,0
3750459,1
192208,1
6986732,1
4941563,0
3129314,0
7356229,0
7570728,0
1493459,0
3990166,0
9078388,0
6212850,0
7771729,0
8296423,0
4148671,0
4161991,0
8726311,0
3109556,0
9361564,0
8498864,0
2213840,0
10701903,0
9799192,1
9067408,0
3093617,0
2608472,0
7390739,0
42912,0
8653015,0
9815809,0
1948882,0
4366793,0
1479190,0
11099225,0
4173728,1
7051070,0
6343807,0
10712888,1
5013704,0
808901,0
3617154,0
1561067,0
2064092,0
8360972,0
7269459,0
7434094,0
661477,0
1714392,0
9606299,1
1204921,0
108418,1
247847,0
1888292,0
8998297,0
9196955,0
6037915,0
8555842,0
9095863,0
11155828,0
11079912,1
3187208,0
73817,0
6807039,0
7913837,0
10573965,0
1138842,0
1933508,0
1278659,0
3726482,0
8072298,0
4227846,0
3488779,0
10300723,0
893293,1
11256763,0
4361339,0
2071340,0
7881875,0
8223095,0
3342173,0
9584504,0
2773241,0
7893369,0
9493531,0
8084771,0
5866147,0
8562318,0
3106873,0
2753788,0
4280219,0
5666598,0
5252668,0
8757099,0
7669901,0
5813856,0
5683329,0
9473450,0
7389675,1
4684065,0
10018639,0
4481771,0
10972475,0
7157534,0
10718899,0
1663451,1
358925,0
1059436,0
6152365,0
2509857,1
415607,0
8731850,0
2621714,0
3470380,0
6934871,1
8448974,0
9513307,0
5440504,0
4759899,1
7237521,0
8985095,0
366301,0
8254817,0
9467907,0
7034097,0
3609637,0
3704897,0
6591567,0
6521410,0
10687366,0
10726098,0
10155648,0
4554063,1
3388908,0
5146234,1
4307172,1
9219992,0
3519901,1
8071171,0
10447349,0
8071210,0
7153390,0
1066027,0
4089528,0
6516481,0
8729498,1
9367183,1
7938059,0
11205621,0
8477806,0
10808953,1
6518350,0
412886,1
10846573,0
7894302,0
9491894,0
8044859,0
5291438,0
5204786,0
5901631,0
11154574,0
9048329,0
2657692,0
4911522,0
7056118,0
11348194,0
2776208,0
7023790,0
2175590,0
2673121,0
9146187,0
8001316,0
9423923,0
5937876,0
8744812,0
10839061,1
2687333,0
4343209,0
3465386,0
10613944,0
905665,0
5609901,0
11353036,0
1794518,0
7861076,0
2747032,0
247367,0
648142,0
10758612,0
8883302,0
5254471,0
1015077,0
1913601,0
1238086,0
1555170,0
4419610,0
8831628,0
8891511,1
6879542,0
9990739,0
3592532,0
11432026,1
2287474,0
9945548,0
11418837,0
6613236,0
11447051,1
4791082,0
10116660,0
2460156,0
3776889,0
4276213,0
9377690,0
3531726,0
5800051,0
9945128,1
1323176,0
9526043,1
1827562,1
3302079,1
1044680,0
3612929,0
6177500,0
1705673,1
10764424,0
2235778,0
10476227,0
9922970,0
7054154,0
2678976,0
5430087,1
9295527,1
9277218,0
1350186,0
2402076,0
9694413,0
2766299,1
7561185,1
8564441,0
7835771,1
9606361,0
10075147,0
7058576,1
4231995,0
9064688,0
2760206,1
7441555,0
6513767,0
5924778,0
6901831,0
6094693,0
9334295,0
11077405,0
6723269,1
8250928,0
4764496,0
6956224,0
8252432,0
8478652,0
231351,1
6036225,0
11179155,0
8164358,0
7796927,0
9160251,0
2237634,0
10885330,0
9765393,0
3508642,0
4472585,0
305785,0
6077040,0
8377523,0
10557591,0
9270321,0
10026272,0
9992877,0
2255655,0
9667240,0
11200132,0
7082886,0
5178170,0
9850882,0
4019735,1
5810685,0
1942280,0
7139396,0
10634646,0
6188806,0
3673560,0
7307719,0
5090258,0
8892879,0
11383512,0
10589199,0
10689831,0
2423591,0
4812787,0
4060035,0
6498466,0
7970205,0
5094514,0
1860022,0
2382617,0
9950418,1
8416395,0
9153609,0
11419839,0
7635786,0
11353227,0
6343195,0
2913817,0
1311047,1
7368120,0
6040691,0
3841632,0
4960939,0
4347070,1
9943312,0
10138220,0
2583707,0
9310991,0
1336592,1
8612691,0
1806390,0
1061140,0
5086030,0
10435774,0
5760209,0
6899879,0
5294235,0
7590541,0
5175112,0
6558017,0
9588070,0
6438763,0
2610798,0
2482255,0
11127376,0
2419831,0
4583024,0
6791244,0
2163714,0
7698700,0
3130505,0
5887768,0
751340,0
8087771,0
1587883,0
5584725,0
1585835,1
681980,0
2419395,0
11208818,0
764141,0
5725707,0
5167379,0
8975320,0
6068772,0
2593450,0
788141,0
692670,0
5988578,0
5530454,0
11400294,0
4500424,0
3841186,0
9926020,0
7488208,0
10086430,0
7085283,0
3121345,0
1706979,0
4916761,0
2403406,0
10397809,1
5305494,0
4216717,0
731238,0
11284171,0
9749398,0
9738164,0
10729919,0
4706065,0
1245179,0
6366805,0
1446990,0
6006047,1
5672196,0
11380231,0
1728146,0
8418657,0
361849,0
4142388,0
2896820,0
7459382,0
7383276,0
8917822,0
4335287,1
9418777,0
4150597,0
11434329,0
6238224,0
2785287,0
7355337,0
7230335,0
6289004,0
2023437,0
1359370,0
5858451,0
7041836,0
3713956,1
4656111,0
1444142,0
8385573,0
7810304,0
5241422,0
10550846,0
8710106,0
1523703,0
4726999,0
8392147,0
4845248,0
6150257,0
397283,0
6013943,0
4927541,1
9525178,0
6694646,0
9627308,0
5535929,0
6305520,0
2380687,0
11999,0
3768689,0
10169257,0
894553,0
7103852,0
7289310,0
5824493,0
6020913,0
110013,0
10359904,0
8943996,0
2424923,0
11234905,0
10679193,1
9469289,0
9966815,0
5157854,0
544654,0
7476295,0
5867524,0
10145845,0
6087448,0
3535008,0
7794273,0
3554826,0
1125021,0
7830794,0
9626444,0
10651395,0
4711039,0
9872827,0
3772872,0
4427592,0
1178598,0
10193359,0
8828787,0
5244406,0
1006488,0
7870267,0
7276447,1
9540687,0
10477527,0
4295567,0
9437297,0
9034735,0
7659567,0
6583600,0
1190855,0
3236256,1
5147206,0
429010,0
4446907,0
7176842,0
9707544,0
7116074,0
2714971,0
10276521,0
3293551,1
2748985,0
5662169,0
6217680,0
6648129,0
4118911,0
10218931,0
10057229,0
7669247,0
1406153,0
2135673,0
10825846,0
4965048,0
334951,0
2463016,0
740242,1
8174036,0
9968268,1
8140090,0
9885051,0
8256661,0
2235463,0
5419663,0
10000131,0
10938809,0
2613304,0
8212181,0
8625735,1
1479709,0
1112328,0
10612749,0
7093906,1
1767653,0
10796082,0
9561015,0
6870182,0
8825433,0
6326816,0
10652634,0
1369321,0
10639756,0
5775337,1
1563270,0
9382105,0
4704736,0
5046705,1
6755168,0
5145185,0
7168669,0
5283502,0
2486142,1
8893031,0
1308552,1
6287282,0
2491595,0
7918260,0
4997764,0
13908,0
5526537,1
10784290,0
7934618,0
6480067,0
8796109,0
7571345,0
8453143,0
9506763,0
5740268,0
11453422,0
8799313,0
9213842,1
7605271,0
11015066,0
5674057,0
3944081,0
1189606,0
7115575,1
3486215,0
7632953,1
3858257,1
9372191,0
10923408,0
10587192,0
149663,0
2277218,0
1762176,0
3553840,0
8775364,0
5334509,0
1549077,1
3794382,0
3348513,0
3449518,0
5422902,0
11374993,0
4912294,0
4605994,1
4060735,1
6709302,0
451982,0
5118918,0
3137529,0
1623668,0
2344948,0
6267252,0
4326852,0
10553694,0
10524010,1
6136021,0
3269361,0
5931955,0
1929358,0
8115413,0
2946949,0
8821131,0
721165,0
9357215,0
5245704,0
9195687,0
2392963,0
7954567,0
10173290,0
7033754,0
4181574,0
10176923,0
525643,0
2672925,0
7480697,0
8028110,0
2802356,0
3210366,0
5332680,0
9136475,0
6054995,0
10763415,0
89843,0
6041925,0
4189553,0
10850436,0
8580932,0
7307602,0
779908,0
4306439,0
477051,0
10854489,1
4183488,0
9156060,0
9003367,0
8984350,0
2308785,0
7953581,0
11159148,1
927808,0
1301668,0
723620,0
1057746,0
1145559,0
1726429,0
10813731,0
11083245,0
11455833,0
7170127,0
8641360,0
10823849,0
3953858,0
9863688,0
9520127,0
9803270,0
11440018,0
6830919,0
8299718,1
7376308,1
540095,0
8306150,1
2530450,0
9399482,0
4244638,0
8340134,0
4836076,0
3203577,0
5206875,0
10491551,0
2828406,0
11218644,0
1381279,0
10224307,0
9509898,1
6223786,0
5211759,0
3108312,0
2511905,0
9213997,0
8309594,0
548220,0
8415334,0
5436844,0
10922286,0
9243731,0
9430898,1
3338256,1
1314961,0
10528941,0
840065,0
4250047,0
7025858,0
6265054,0
820592,0
11502801,0
9800374,0
4439856,0
10242837,0
7295846,0
3106595,0
7274973,0
6585240,0
10231224,0
8752582,0
887064,1
11253083,0
10200870,1
2246259,0
9102793,0
8443820,0
10912390,1
9036480,1
5571991,0
1886089,0
8548589,0
3851413,0
7016957,0
5944856,0
8865646,0
10063551,0
4583367,0
10258329,0
5976533,0
10671448,0
11301323,0
3242480,0
3865989,0
6657987,0
7637012,0
4352708,0
5118391,0
347102,0
10775336,0
3355568,0
8717145,0
4592692,0
1666293,0
7834887,0
3095072,0
6932851,0
406246,0
7510075,0
8664995,0
8223738,0
679888,0
44193,0
10475470,0
9936550,0
7524808,0
890953,0
7660223,0
5871973,0
9649316,0
10651873,0
10456629,0
2018167,0
1832802,0
2902041,0
6492215,0
6628934,0
4364263,0
1294548,0
2312926,0
8713736,1
912350,0
11152506,0
5467915,0
5440468,1
6600279,0
4603684,0
8130986,0
9625293,0
9923070,0
7311878,1
3570542,0
2175016,0
8720530,0
10739589,0
8293665,0
7321669,0
6006379,0
11189555,0
7098749,0
1687336,0
1842668,0
8009770,0
8116945,0
1564024,0
7785134,0
1959816,0
8216191,0
3474127,0
646883,0
8408302,0
3421520,0
3011469,0
5307321,1
4626850,1
8606327,0
3701425,0
2533002,0
1033588,0
4030147,0
7493293,1
6361517,0
9467062,0
4111880,0
9869723,0
8057530,0
3296874,0
6878289,0
6667321,0
3647012,0
7424651,0
8067950,0
9279838,1
1667698,0
4366266,0
7436762,0
6793459,0
2187291,1
8773874,0
8285758,0
4146443,0
5153707,0
10165637,0
8199575,0
5308009,1
3222534,1
8490603,0
3156340,0
4187514,1
7954378,0
468897,0
2425258,1
8302097,0
19400,0
7442027,0
10331477,0
3332858,0
5090551,1
10552853,0
9597453,0
4424285,0
4900817,0
100967,0
2569327,0
982036,0
4502815,0
10671200,0
7653716,0
5019716,0
2993618,0
4970799,0
4323217,0
10366529,0
7430466,0
9121322,0
11340420,1
4771880,0
1036534,0
1764220,0
9869272,0
2278745,0
4323114,0
1227039,0
1595507,0
6764749,0
707754,0
2527289,0
7335582,0
1464256,0
3971370,0
1912598,0
6863988,0
10296562,0
2902764,0
6635973,0
4652532,0
10237805,1
7275214,0
331380,0
7354803,0
9884475,0
496613,0
1613490,0
1365471,0
6443035,0
402603,0
4693477,1
7068161,1
1510186,0
6455044,0
6047514,0
1590308,0
7471179,0
5274199,0
1142425,0
152306,0
3457055,1
5099295,1
10210905,0
5608099,0
11284527,0
9441661,0
6448188,0
11019673,0
10671223,0
819466,1
2546024,0
6025411,0
9047815,1
2831280,0
1856232,0
11091603,0
9736812,1
10711390,0
6922925,0
8119103,0
3292160,0
7775028,0
3698430,0
7865753,0
1920108,0
2508861,0
5437422,0
217211,0
1071640,0
4538345,0
4182383,0
238492,0
282851,0
6840736,1
3715299,0
6983494,0
1352536,0
9216002,0
5673740,0
4294684,0
5604420,0
2808466,0
11497039,0
6313851,0
5487376,0
83828,0
10352690,0
603576,0
7414398,0
2409765,0
3165908,0
10018915,0
11202608,0
5361673,0
1651906,0
3633361,0
5737507,0
2930479,0
1977336,0
1534087,0
1274873,0
6726058,0
3061066,0
3358709,0
6768231,0
6185546,0
4243661,0
398149,0
408008,0
10712259,0
8589003,0
8486276,0
8617760,0
166144,0
11202064,0
930366,0
5986266,0
1800448,1
5298276,0
2304889,0
4488112,0
3577609,0
8087541,0
10455021,0
3168711,0
9363047,1
5402346,0
4910954,0
8899180,0
9066966,0
8182344,0
2538909,0
10609950,0
1683535,0
2315282,1
10549566,0
6222920,0
5963734,0
1917563,1
3419844,0
9463264,0
5176887,0
11486801,1
528492,0
5950776,1
7992063,0
8564239,0
7532110,0
4097919,0
10541087,0
3796487,0
4510342,0
3493593,0
7979736,0
1087816,1
3795635,1
10076779,0
11433829,0
808491,0
2287536,0
1392543,0
6739722,0
3831137,0
5149121,0
939112,0
5593331,0
6445302,1
620183,0
6911191,0
10098507,0
6793608,0
5550391,0
7663741,1
9107624,0
2620379,0
3185693,0
3524024,0
6955132,0
6470001,0
3124011,0
5990295,0
6855775,0
1887690,1
25848,0
848685,0
7680915,0
9593647,0
1593404,0
11150193,0
10532882,1
930118,0
8518292,1
2856578,0
11235576,0
8277250,0
7615056,0
5137381,0
2196714,0
294979,0
9452833,0
6714926,0
5266189,0
9098464,1
2494341,0
7774157,0
2203309,0
3092130,0
2496357,0
7044168,0
8681205,0
7392665,0
3937805,0
5946369,0
2686699,0
6334594,0
7308579,0
3502099,0
2465711,0
6213108,0
7647921,0
9869277,0
4110686,0
3129143,0
7467991,0
11221933,0
8836541,0
1381109,0
3987000,0
3804451,0
2849117,0
1645534,0
9706239,0
7963060,0
10201401,0
3614511,0
5842212,0
10951135,1
11285307,0
7075426,0
5108570,0
6792066,0
9986454,0
7045460,0
7323934,0
4655533,0
4928315,0
4749242,0
9562256,0
3256649,1
2479998,1
1323892,0
4908608,0
3327831,0
4804727,0
4075800,1
7611590,0
2760296,0
4696415,0
4613721,0
5936636,0
6511837,0
8051052,0
4024779,0
6557569,0
1092773,0
3098952,0
1784070,1
4701783,0
1047315,0
4412929,0
5510035,0
3075728,0
2658270,0
3835701,0
3290788,0
11326414,0
4300215,0
10015195,0
330531,0
4391564,0
11245200,0
6307888,1
4223450,0
2844914,0
9761629,1
656050,0
7607784,0
3015698,0
8969385,0
9367116,0
6609032,0
10107092,0
4444505,0
9224653,0
192030,1
3335919,0
3711987,0
9140847,0
5565539,0
2604743,1
4226395,1
767459,0
1885974,0
9465375,0
857781,0
3524646,0
7635779,0
8248197,0
11348855,0
2707400,0
9291152,0
7167461,0
5463221,0
9076881,0
1531846,0
7260230,1
7387348,0
5366698,0
4437747,0
3937376,0
4415841,0
3606630,0
2414369,0
226897,0
5543514,0
2045596,0
2354561,0
5653515,0
3151616,1
7579089,0
5144462,0
6163573,0
5076917,1
6019141,0
6030689,0
2064550,0
7359413,1
6270450,0
2698187,0
11327420,0
1609692,0
10801681,0
7091477,1
1262425,0
9044180,0
5965362,0
7496818,1
7093735,0
2040212,0
1867817,0
18650,0
9465391,0
9066694,0
702980,0
3529828,0
4468842,0
4487837,0
5877992,0
864371,0
9540143,0
7398634,0
5653505,1
5387810,0
11026101,0
8179458,0
4359145,0
5255226,0
1017472,0
2537270,0
10243283,1
2047193,0
8132101,0
3073047,0
2262324,0
6577294,0
9250241,0
1585273,0
1876103,0
2437468,0
2853084,0
1617415,0
8643996,1
7636735,0
3113302,1
4721768,0
684141,0
6981081,0
2493075,1
6621257,0
1581499,0
5937252,0
1426537,0
1024819,0
11270649,0
7503417,0
4099933,0
3789983,0
2533818,0
11500734,0
9250885,1
9477184,0
7674020,1
4755922,0
7382610,0
10611014,0
4461632,0
8907054,1
3600444,0
8897821,1
2172448,0
5084064,1
9059273,1
122010,0
7538390,0
11233077,0
9273321,0
6227634,0
6789579,0
2997420,0
2796054,0
1177038,0
6246061,0
11269660,0
6072815,0
3511498,0
856707,0
2875387,0
11432071,0
7911255,0
3429930,0
11055394,0
2945847,0
11159677,0
8611032,0
877875,0
7007747,0
6326449,0
458249,0
9609903,0
8103547,0
11034986,0
9422137,0
11014061,0
7654619,0
301748,0
5635754,0
2242402,0
11491349,0
9958190,0
7074134,0
8398829,0
10329455,0
6383242,0
1366384,0
5194487,0
4856888,0
8516186,0
5073785,0
5095049,0
1253509,0
9913001,0
9491546,0
10134874,0
10382335,0
1904359,1
68124,0
8886302,0
2377780,0
5734406,0
7863829,0
1497359,0
11156751,0
4996452,0
10448309,0
8401838,0
10772840,0
8402819,1
4873658,0
1356363,0
10178369,1
10461190,0
222743,0
5319321,0
10592497,0
8870494,0
4941695,0
5787048,0
3513231,0
10746464,0
4387243,0
2168556,0
927321,0
199272,0
8245733,0
2411057,0
816387,0
1902401,1
942108,0
3412804,0
9849771,1
1542008,0
7333286,0
3354301,0
8622920,0
11322634,0
1172645,1
6637643,0
7097035,0
8273475,0
350518,1
8476951,1
9998523,1
5559451,1
5572301,0
10968103,0
10607002,0
1828027,0
8268831,0
7086213,0
130917,0
2889276,0
8435584,0
9371452,0
7311420,0
2796478,1
5915162,0
3742210,0
6586558,0
6203956,0
11484235,0
6534550,0
8885148,0
5804715,0
7936974,1
9639430,0
931404,0
8929811,0
9536734,0
3607251,0
2322,0
9688299,0
3954161,0
10587284,0
9143379,0
2097873,0
7805525,0
227193,0
4130453,0
8609960,0
9678358,0
3180437,0
1817207,0
3404876,0
8875464,0
1419723,0
6208361,0
5568142,0
769724,1
1532832,1
6922162,0
4386853,0
870504,0
11452031,0
2523039,0
8528568,0
7690155,1
2175334,0
10656620,0
417703,0
4696239,0
3698041,0
8839507,0
8000283,0
7021678,0
10584575,1
4056150,0
7406497,0
5348745,0
1632102,0
3351020,0
8237427,0
4683002,0
8310436,0
2064717,1
9246253,0
2516007,0
6435571,0
3641615,0
10988896,0
573,0
4172211,0
11151844,0
53363,0
9919202,0
356816,0
9229004,0
9221805,0
8885662,0
4922443,0
8462800,0
248259,1
5253105,0
1988476,0
7329650,0
4271895,0
5803732,0
3039096,0
10713659,0
4005725,0
7881012,0
7420465,1
8868658,0
2202299,0
7019000,1
4072087,0
8265093,0
8473116,1
6463102,0
1017682,0
6516752,0
7125105,0
9222708,0
3266397,0
6988952,0
8759603,1
5789935,0
542070,0
4136708,0
10322857,0
9026752,0
10877569,0
4364598,0
6233437,0
7915001,1
4707384,0
11119667,0
2520349,0
10937103,1
46343,0
6455052,0
2238735,0
4522690,0
6429176,0
3506761,0
7784099,0
8382626,0
3619193,0
2205304,0
7815178,0
10618980,0
2835242,1
9397945,0
3999669,1
6832083,0
9792639,0
9653730,0
2202167,0
8105629,0
9493499,0
7334973,0
3662569,0
6897621,1
7994762,1
6449087,0
4668785,0
7685913,1
3718994,0
6607947,0
2459468,0
2341492,0
6653619,0
2472258,0
10125486,0
10596149,0
4531545,0
4208902,1
10055556,0
8860396,0
7086602,0
4558334,0
9556120,0
90840,0
1820492,0
3212247,0
2435178,0
683976,1
2334759,0
6895768,0
11151965,0
3092217,0
2735147,0
8590532,0
10304091,0
9760998,0
6040197,0
7407948,0
3097941,0
9111075,0
5623839,0
3598840,0
932055,0
9073598,0
6027669,0
4334032,0
4384341,0
1632026,0
7562549,0
10761923,1
9130537,0
3179816,0
4385038,0
6198569,0
197431,0
10603213,0
491826,0
3764140,0
2441959,0
3192287,0
910791,0
524142,0
11145199,1
4858413,0
8907475,0
11081809,0
7337232,0
368441,0
3120087,0
567196,0
8392609,0
3397571,1
5166055,0
5104775,1
5494017,0
3219419,0
5951183,0
2208723,0
2391876,0
3839979,0
3610362,0
616771,0
6620996,0
8688305,0
3127169,0
6580830,0
1758643,0
3780867,0
7263481,0
5550189,1
4277391,0
9172332,0
8526459,0
9304135,0
6096859,0
8157984,0
6475315,1
8676480,1
5569394,0
6497016,0
2300633,0
8150937,0
4048635,0
3058296,0
1088438,0
4903769,0
5428955,0
11089833,0
4047502,1
5679886,0
152579,0
5401621,0
1015275,0
4939386,1
4990778,0
5356866,0
4369037,0
1522311,0
9380132,0
10139223,0
11085142,0
5577616,0
4865734,0
5756977,0
8595444,0
2444311,0
6690821,0
1592821,0
6092914,1
4232257,0
6550521,0
5245244,1
1018157,0
5645617,0
6920241,0
8250011,0
5301266,0
7894711,0
11068721,0
5429621,0
2682688,0
8799199,0
9764516,1
9634651,0
458973,0
9909981,0
2648834,1
10710682,0
169902,0
4822114,1
8318248,0
8375334,0
2418002,0
6812834,0
8549657,0
202294,1
5702409,0
1621930,0
4296124,0
3375478,0
5476604,0
5982869,0
1446894,0
5789938,0
5754055,0
6654898,0
7307038,0
9014531,0
1637786,0
11503902,0
9012852,0
11446470,0
10224825,0
10960888,1
676882,1
2460416,0
7596968,0
5565831,0
4168679,0
11056458,0
8079391,0
10140375,0
6935623,0
7135673,0
4216227,0
7354020,0
8980384,0
5878336,0
6463435,0
1465744,0
8698759,0
1846380,0
7763663,0
1486848,0
8710511,0
1585426,0
11289745,0
6860302,0
1920961,0
7284942,0
9949501,0
9649524,0
7932160,0
1732282,0
10131872,0
1527349,0
1016387,0
1209944,0
6571853,0
1218488,0
9780542,0
4828310,0
185751,0
5779930,0
7907249,1
8910677,0
3580033,0
9164434,0
3243457,0
6695377,0
2741620,0
2253978,0
9604571,0
11060468,1
10080495,0
9703453,0
9460302,0
1464215,0
6519310,0
4565860,0
11381756,0
5658445,0
9880312,0
9879144,0
378006,0
762633,1
6578221,0
5173903,0
5630662,0
7228605,0
8711845,0
10703081,0
1518749,0
3348990,0
10798191,0
3506804,0
4455840,0
1189147,0
3640813,0
6820062,1
7328176,0
7379317,0
4245288,0
8873431,0
8291484,0
8015790,1
8369290,0
6285067,0
1319354,0
1688481,0
2496762,0
6024762,0
4321819,0
5541360,0
8049946,0
6089152,0
5181455,0
2609989,0
7723084,0
4944638,0
1130358,1
8521650,1
4927242,0
2065935,0
8447589,0
7172302,0
1292003,0
9427438,0
5973,0
355714,0
1050191,0
2561024,0
9958364,0
10544056,0
7974445,0
3060615,0
3742483,0
6019540,0
2943838,0
4018016,0
5038906,0
2469886,0
8449265,0
6067640,0
3156870,0
10676181,0
10811144,0
5770125,0
8307453,0
4198699,0
8495971,0
2036185,1
5908818,0
2007732,0
7001401,0
1708823,0
2516240,0
10980385,0
7839920,0
691751,1
4789620,1
8201444,1
2390156,0
1906820,0
5290391,0
11142474,0
3450189,0
9207135,0
3780879,0
4763192,0
1898964,0
623363,0
5544960,0
7251123,0
11039303,0
670723,0
2964034,0
5221447,1
566384,0
5446792,0
7436248,1
5905006,0
4019210,0
10830945,0
2438868,0
9478928,1
2524346,0
7680034,1
1639677,0
3528040,0
6574056,0
5901893,0
7786838,1
333009,0
3602308,0
9774403,0
11315797,1
6667652,0
5682866,0
7944281,0
4279206,0
7684115,0
3181708,0
5864701,0
11355902,0
3765805,0
9169548,0
9296663,1
3552842,0
6518258,1
6079348,0
4079236,0
9905248,0
4730338,0
9769570,0
2781956,0
1098722,0
4926962,0
9107175,0
11400385,0
2791783,0
10053010,0
4347480,0
4986387,0
3152382,0
2654686,1
8638122,0
5831564,0
715201,0
5875092,0
3416699,0
3396302,0
3002945,0
1751817,1
9017500,0
3017755,0
5469359,0
10075980,0
8838565,0
9017506,0
2895772,0
8075221,0
1902462,0
4944446,1
5445586,0
5904494,0
6993911,0
8578198,1
10843436,0
3158031,1
6427588,0
42748,0
2774804,0
11344962,0
10536722,0
4407374,0
2703205,0
9942589,0
5861919,0
9904790,0
6159551,0
8219031,0
8290227,1
1230505,0
8544601,0
8313790,0
6065023,0
7505465,0
7681200,0
7183006,1
7893504,0
2728477,0
1069664,0
3937386,0
10924520,0
10544403,0
251380,0
8597046,0
10476271,1
5788490,0
702716,0
8523934,1
6234818,0
10635625,0
1888484,0
908182,0
4231628,0
10879828,0
125812,0
6563272,0
1799072,0
10000461,0
10893040,0
6209175,0
8993828,0
10108470,0
6577809,0
433061,0
8707058,0
9405809,0
11440801,1
7525114,0
9354362,1
2499992,0
7860394,1
7700426,0
7504475,0
9081541,0
7813089,0
2274436,0
5498227,0
5348853,0
1019907,0
1055800,0
6198999,0
4284205,0
1821374,0
8132847,0
9354439,1
5563399,0
8939779,0
8138333,0
6286518,0
8112738,0
4667874,0
11502892,0
6991956,0
9743586,0
3297961,0
1096680,1
6000790,0
3574160,0
223139,0
3650231,0
2963165,0
10084405,0
10642190,0
6389010,0
11072229,1
4457041,0
4936304,1
7397320,0
9654859,0
3658376,0
8090631,0
5609684,0
8941880,0
11331041,0
8251587,1
3474384,0
3395217,0
5622853,0
4809193,0
8002390,0
9710729,0
2057175,0
736670,0
7321274,0
9659822,0
6040371,0
10957717,0
10095074,0
4916220,0
9580675,0
2464540,0
7813220,0
404932,0
1120005,0
4095202,0
9944125,0
3667948,0
6503491,0
4347248,0
9409149,0
2990722,0
7938559,0
6650418,0
9715859,0
8984494,0
9366277,0
445329,0
6500849,0
10314963,0
3349140,0
3916271,1
10764713,1
7864858,0
5379027,0
21152,0
10134962,0
3889168,0
6554051,0
10929723,0
3524800,0
2322979,0
9237573,0
7786316,0
693178,0
9344590,0
6859846,0
6519060,1
3628469,0
10767731,1
381502,0
9663005,0
7317559,0
11416169,0
2190343,0
9003778,0
8797696,0
7620010,0
9581840,0
2332652,0
4134184,1
6677079,0
8249637,0
9240452,0
821733,0
2964576,0
5146328,0
685262,0
6884682,1
2636751,0
2265264,0
2631511,1
10777008,0
3951786,0
8924682,0
932406,1
8983715,0
9525626,0
1427440,0
9161055,0
4038785,0
4296455,0
7738390,0
4290712,0
10593008,0
9566491,0
5387255,0
9236648,1
7356126,0
10094532,0
4819955,1
1397513,0
2342524,0
3801904,0
3927738,0
1573521,1
2878936,0
4583732,0
7470972,0
10446235,0
7747334,0
7228379,0
11474954,0
1076339,0
4014206,0
7565289,0
10359539,0
7667848,0
9152682,1
6053511,0
7799403,0
11056433,0
8850265,0
2396980,0
3386856,0
302171,1
11025510,0
11229016,0
4769158,0
6342222,0
4676136,0
10186484,0
10673142,0
2538440,0
2228326,0
1284145,0
1881153,0
10396299,0
8214780,0
8725105,0
3760109,0
6305127,0
7767087,1
1273238,0
6274581,0
9000063,0
6307318,0
6756658,0
3544955,0
1424880,0
4007349,0
3851252,0
6012180,1
8428680,0
1249053,0
3894660,0
11310517,0
11037798,1
7342884,0
5348273,0
2590,0
1323287,0
9835076,0
3029122,0
8616071,0
10929341,0
5759376,0
1038277,0
3402194,0
8501684,1
10553253,0
8028685,0
9122283,0
3669156,0
5617231,0
7029025,0
3280322,0
2935733,0
285121,1
4930369,0
6004144,0
3778293,0
1852692,0
10958183,0
10918676,1
11288734,0
649729,0
570386,0
10467702,0
982129,0
2977409,0
1910746,0
4144552,0
4832636,0
5572326,0
6820561,0
74992,1
5731182,0
3665830,0
